Time (s),Filtered X,Filtered Y,Filtered Z
0.0,0.03427474064148201,-0.06972224940422526,-0.39402549570630735
0.0012108000000807806,0.010488581009261456,-0.04948116359064386,-0.27155524726376923
0.002421600000161561,0.0013662284230470563,-0.0312931287705317,-0.1843909207683619
0.0036325000000942964,-0.002883011211958244,-0.01813696913431736,-0.1267285802794681
0.004843300000175077,-0.0020791419570566887,-0.014560531245099442,-0.09019066388377456
0.006054100000255858,-0.0013041752029349374,-0.010955578320135911,-0.05675322977579278
0.007265000000188593,-0.007983777405744276,-0.005774447376728144,-0.03807580981226749
0.008475800000269373,-0.012374027052987192,-0.009725216655880026,-0.037592577602818145
0.009686700000202109,-0.011485763381888309,-0.0031695082827112725,-0.010133172864614903
0.010897499999373395,-0.00592837708617926,0.008570059324138811,-0.007345223985310012
0.012108299999454175,-0.002933492316324635,0.012946226305481014,-0.02102936373068892
0.01331919999938691,0.004615765416371046,-0.00439623932859777,-0.013425460928811361
0.014529999999467691,0.013476640116779863,-0.00576658284412386,0.006955462976587223
0.01574079999954847,0.0023039062645112823,-0.00417445191046302,-0.0025461106609143136
0.016951699999481207,0.00212567262121734,0.0014445232442569095,0.007266716570945464
0.018162499999561987,0.0011907684007123488,0.0034257820824667023,0.009408873948435204
0.019373399999494723,-0.0010845937896854316,0.00667371118370632,0.008717555567253177
0.020584199999575503,-0.004533538537245297,0.005181148926251579,0.013542653422315032
0.021794999999656284,-0.009578180908144867,0.0033723189944967202,0.014661011748693498
0.02300589999958902,-0.012959858128138484,0.0078053002788292525,0.012891865403963643
0.0242166999996698,-0.00533197448782576,0.017128814327059906,-0.0014886967830301523
0.025427599999602535,0.005986682162443948,0.0034897928138411596,-0.01197433386995067
0.026638399999683315,0.017050503122658527,-0.006510953739793775,-0.0008918686658292985
0.027849199999764096,0.021162664291091208,-0.010809287097230426,-0.0005158264208320884
0.02906009999969683,0.009012571316184556,-6.983340284771877e-05,0.0009642895950614516
0.030270899999777612,0.00851603965541927,-0.0019524114736559836,0.00652713776056979
0.03148169999985839,-0.0006395893363452219,-0.00046338482917940294,0.001270037493508791
0.03269259999979113,-0.011953201564719233,-0.0004044656522305054,0.0036389200125622745
0.03390339999987191,-0.012277125319231197,0.005320975575740121,0.00755364842303613
0.03511429999980464,-0.024123910700894396,0.009152064167574046,0.015445691693734831
0.036325099999885424,-0.02990308630343243,-0.00538780159133373,0.007171973237252827
0.037535899999966205,0.03238489025883587,-0.012683839033193277,-0.009514737444775156
0.03874679999989894,0.021030570454365564,-0.0052512380412457205,-0.005318908529015953
0.03995759999997972,0.020966598845953373,-0.0010969585162727141,-0.014426690471929626
0.041168499999912456,0.010736106101884222,-0.003996610142629323,-0.004994484894554174
0.042379299999993236,0.029041594329242547,-0.005787018362140323,0.007856947406725712
0.04359010000007402,0.014666426577722654,-0.002003322381882805,0.005912339119912624
0.04480100000000675,-0.00011503698794448208,0.0038234310372133803,0.009662972026648009
0.04601180000008753,-0.007288968584609239,0.0052281432879058495,0.010728581127623815
0.04722260000016831,-0.01230330995538146,0.006324462713776076,0.006521922937411717
0.04843350000010105,-0.010588814154729856,0.004093681067945783,0.008848547342572954
0.04964430000018183,-0.0039433244212774485,0.0018748552808423996,0.006166835968424933
0.050855200000114564,-0.005782805564757132,-0.004980137669431138,0.004540974753911409
0.052066000000195345,-0.005668463892289406,-0.0019701550839253817,0.006683511936462161
